344,1995-96,1996-03-24,Albacete,Oviedo,0,1,A
345,1995-96,1996-03-24,Ath Madrid,Zaragoza,1,1,D
346,1995-96,1996-03-24,Celta,Ath Bilbao,3,1,H
347,1995-96,1996-03-24,Compostela,Valencia,0,4,A
348,1995-96,1996-03-24,Espanol,La Coruna,0,0,D
349,1995-96,1996-03-24,Salamanca,Barcelona,1,3,A
350,1995-96,1996-03-24,Santander,Vallecano,1,2,A
351,1995-96,1996-03-24,Sevilla,Valladolid,1,1,D
352,1995-96,1996-03-24,Sociedad,Real Madrid,1,1,D
353,1995-96,1996-03-27,Ath Bilbao,Compostela,0,0,D
354,1995-96,1996-03-27,Barcelona,Tenerife,2,2,D
355,1995-96,1996-03-27,Betis,Albacete,2,3,A
356,1995-96,1996-03-27,La Coruna,Celta,2,1,H
357,1995-96,1996-03-27,Merida,Sevilla,3,2,H
358,1995-96,1996-03-27,Real Madrid,Santander,1,2,A
359,1995-96,1996-03-27,Valencia,Salamanca,2,0,H
360,1995-96,1996-03-27,Valladolid,Espanol,0,0,D
361,1995-96,1996-03-27,Vallecano,Ath Madrid,0,3,A
362,1995-96,1996-03-27,Zaragoza,Sp Gijon,1,1,D
363,1995-96,1996-03-28,Oviedo,Sociedad,0,0,D
364,1995-96,1996-03-31,Albacete,Barcelona,0,1,A
365,1995-96,1996-03-31,Ath Madrid,Real Madrid,1,2,A
366,1995-96,1996-03-31,Celta,Valladolid,1,1,D
367,1995-96,1996-03-31,Espanol,Merida,3,0,H
368,1995-96,1996-03-31,La Coruna,Ath Bilbao,0,0,D
369,1995-96,1996-03-31,Salamanca,Compostela,1,0,H
370,1995-96,1996-03-31,Santander,Oviedo,0,0,D
371,1995-96,1996-03-31,Sevilla,Zaragoza,1,1,D
372,1995-96,1996-03-31,Sociedad,Betis,1,1,D
373,1995-96,1996-03-31,Sp Gijon,Vallecano,3,1,H
374,1995-96,1996-03-31,Tenerife,Valencia,2,1,H
375,1995-96,1996-04-06,Barcelona,Sociedad,1,0,H
376,1995-96,1996-04-06,Oviedo,Ath Madrid,1,1,D
377,1995-96,1996-04-06,Zaragoza,Espanol,1,1,D
378,1995-96,1996-04-07,Ath Bilbao,Salamanca,3,1,H
379,1995-96,1996-04-07,Betis,Santander,2,2,D
380,1995-96,1996-04-07,Compostela,Tenerife,0,2,A
381,1995-96,1996-04-07,Merida,Celta,2,0,H
382,1995-96,1996-04-07,Real Madrid,Sp Gijon,0,1,A
383,1995-96,1996-04-07,Valencia,Albacete,1,0,H
384,1995-96,1996-04-07,Valladolid,La Coruna,2,2,D
385,1995-96,1996-04-07,Vallecano,Sevilla,0,0,D
386,1995-96,1996-04-13,Santander,Barcelona,1,1,D
387,1995-96,1996-04-13,Sevilla,Real Madrid,0,1,A
388,1995-96,1996-04-14,Albacete,Compostela,2,1,H
389,1995-96,1996-04-14,Ath Madrid,Betis,1,1,D
390,1995-96,1996-04-14,Celta,Zaragoza,1,1,D
391,1995-96,1996-04-14,Espanol,Vallecano,4,2,H
392,1995-96,1996-04-14,La Coruna,Merida,2,1,H
393,1995-96,1996-04-14,Sociedad,Valencia,5,2,H
394,1995-96,1996-04-14,Sp Gijon,Oviedo,0,1,A
395,1995-96,1996-04-14,Tenerife,Salamanca,4,0,H
396,1995-96,1996-04-14,Valladolid,Ath Bilbao,1,1,D
397,1995-96,1996-04-20,Barcelona,Ath Madrid,1,3,A
398,1995-96,1996-04-20,Valencia,Santander,2,1,H
399,1995-96,1996-04-21,Ath Bilbao,Tenerife,2,0,H
400,1995-96,1996-04-21,Betis,Sp Gijon,2,5,A
401,1995-96,1996-04-21,Compostela,Sociedad,2,0,H
402,1995-96,1996-04-21,Merida,Valladolid,1,0,H
403,1995-96,1996-04-21,Oviedo,Sevilla,2,3,A
404,1995-96,1996-04-21,Real Madrid,Espanol,1,2,A
405,1995-96,1996-04-21,Salamanca,Albacete,2,4,A
406,1995-96,1996-04-21,Vallecano,Celta,1,3,A
407,1995-96,1996-04-21,Zaragoza,La Coruna,2,3,A
408,1995-96,1996-04-27,Ath Madrid,Valencia,2,3,A
409,1995-96,1996-04-28,Albacete,Tenerife,0,0,D
410,1995-96,1996-04-28,Celta,Real Madrid,1,1,D
411,1995-96,1996-04-28,La Coruna,Vallecano,1,0,H
412,1995-96,1996-04-28,Merida,Ath Bilbao,1,0,H
413,1995-96,1996-04-28,Santander,Compostela,1,0,H
414,1995-96,1996-04-28,Sevilla,Betis,1,0,H
415,1995-96,1996-04-28,Sociedad,Salamanca,1,0,H
416,1995-96,1996-04-28,Sp Gijon,Barcelona,0,3,A
417,1995-96,1996-04-28,Valladolid,Zaragoza,0,0,D
418,1995-96,1996-05-04,Compostela,Ath Madrid,1,3,A
419,1995-96,1996-05-04,Valencia,Sp Gijon,1,0,H
420,1995-96,1996-05-05,Ath Bilbao,Albacete,2,2,D
421,1995-96,1996-05-05,Barcelona,Sevilla,1,1,D
422,1995-96,1996-05-05,Betis,Espanol,2,3,A
423,1995-96,1996-05-05,Oviedo,Celta,1,1,D
424,1995-96,1996-05-05,Real Madrid,La Coruna,1,0,H
425,1995-96,1996-05-05,Salamanca,Santander,5,0,H
426,1995-96,1996-05-05,Tenerife,Sociedad,1,0,H
427,1995-96,1996-05-05,Vallecano,Valladolid,0,2,A
428,1995-96,1996-05-05,Zaragoza,Merida,3,1,H
429,1995-96,1996-05-08,Espanol,Oviedo,5,0,H
430,1995-96,1996-05-12,Ath Madrid,Salamanca,2,1,H
431,1995-96,1996-05-12,Celta,Betis,2,0,H
432,1995-96,1996-05-12,La Coruna,Oviedo,0,4,A
433,1995-96,1996-05-12,Merida,Vallecano,0,1,A
434,1995-96,1996-05-12,Santander,Tenerife,1,2,A
435,1995-96,1996-05-12,Sevilla,Valencia,1,2,A
436,1995-96,1996-05-12,Sociedad,Albacete,8,1,H
437,1995-96,1996-05-12,Sp Gijon,Compostela,2,1,H
438,1995-96,1996-05-12,Valladolid,Real Madrid,0,3,A
439,1995-96,1996-05-12,Zaragoza,Ath Bilbao,1,0,H
440,1995-96,1996-05-15,Espanol,Barcelona,1,1,D
441,1995-96,1996-05-18,Tenerife,Ath Madrid,1,1,D
